Protein	EC number
Q7Z4T9	non Enzyme
Q6EU39	non Enzyme
Q76MX4	non Enzyme
O88735	non Enzyme
Q16655	non Enzyme
P30009	non Enzyme
P16287	non Enzyme
Q96EY5	non Enzyme
Q8H1P9	non Enzyme
Q8BX65	non Enzyme
P51885	non Enzyme
Q8MSS1	non Enzyme
P14151	non Enzyme
Q9FLP0	non Enzyme
Q10CQ1	non Enzyme
Q7L5Y9	non Enzyme
O57342	non Enzyme
Q98UK5	non Enzyme
P54841	non Enzyme
Q96QZ7	non Enzyme
Q10113	non Enzyme
P78559	non Enzyme
Q49MG5	non Enzyme
Q8DR55	non Enzyme
P04201	non Enzyme
Q9NZL9	non Enzyme
P43243	non Enzyme
P03519	non Enzyme
Q8VCF0	non Enzyme
Q5VMP0	non Enzyme
P91664	non Enzyme
Q9UBB5	non Enzyme
O95983	non Enzyme
Q9P267	non Enzyme
O14467	non Enzyme
P11226	non Enzyme
P14200	non Enzyme
Q08B36	non Enzyme
P02942	non Enzyme
Q8NEM0	non Enzyme
O02839	non Enzyme
Q71F56	non Enzyme
Q9UI95	non Enzyme
Q8NFP4	non Enzyme
P70331	non Enzyme
Q7KTX8	non Enzyme
Q9VNG0	non Enzyme
Q7KBL8	non Enzyme
Q8IH24	non Enzyme
Q8MSX2	non Enzyme
P33308	non Enzyme
Q02078	non Enzyme
O55087	non Enzyme
Q9JJ26	non Enzyme
A2AG06	non Enzyme
Q60954	non Enzyme
Q851R2	non Enzyme
Q9Y316	non Enzyme
Q16674	non Enzyme
P78953	non Enzyme
Q6AYL6	non Enzyme
P39943	non Enzyme
Q8N3F8	non Enzyme
Q3TB92	non Enzyme
P20774	non Enzyme
Q9Y3D0	non Enzyme
P87227	non Enzyme
Q8NDC0	non Enzyme
P59759	non Enzyme
Q7Z434	non Enzyme
Q9LTJ1	non Enzyme
Q9ZZW7	non Enzyme
Q9JKP5	non Enzyme
Q8CIV2	non Enzyme
Q501D5	non Enzyme
Q9BTE3	non Enzyme
Q10336	non Enzyme
Q96EZ8	non Enzyme
Q9W445	non Enzyme
Q9ULC4	non Enzyme
Q810S1	non Enzyme
P22953	non Enzyme
O14770	non Enzyme
Q94420	non Enzyme
Q91V27	non Enzyme
P01501	non Enzyme
Q8T9B6	non Enzyme
Q9ERE7	non Enzyme
Q0KHY3	non Enzyme
P97309	non Enzyme
P40573	non Enzyme
Q9XUB2	non Enzyme
B2RHG4	non Enzyme
P32266	non Enzyme
P49028	non Enzyme
Q54GD0	non Enzyme
Q04472	non Enzyme
A9UHW6	non Enzyme
Q8BI84	non Enzyme
O15068	non Enzyme
P10911	non Enzyme
Q9Y7J9	non Enzyme
Q9NU22	non Enzyme
Q9Z1L8	non Enzyme
P47025	non Enzyme
F4KFS7	non Enzyme
Q99278	non Enzyme
Q20497	non Enzyme
Q9SR02	non Enzyme
Q13503	non Enzyme
Q6P2C8	non Enzyme
Q9H204	non Enzyme
P40356	non Enzyme
Q9NPJ6	non Enzyme
Q96KG7	non Enzyme
A6BM72	non Enzyme
Q8BRM6	non Enzyme
P40469	non Enzyme
Q03081	non Enzyme
Q06630	non Enzyme
Q16891	non Enzyme
Q9SZ45	non Enzyme
Q9P7Y8	non Enzyme
Q8TC71	non Enzyme
Q9BRT3	non Enzyme
Q9C4Z7	non Enzyme
P56270	non Enzyme
Q9LV58	non Enzyme
P19999	non Enzyme
Q9VPM5	non Enzyme
O94488	non Enzyme
P04370	non Enzyme
Q9C107	non Enzyme
O42709	non Enzyme
Q06675	non Enzyme
Q6DN12	non Enzyme
Q96AQ8	non Enzyme
Q21121	non Enzyme
F4IN69	non Enzyme
O01811	non Enzyme
Q9VEC1	non Enzyme
P32585	non Enzyme
Q15648	non Enzyme
P34162	non Enzyme
Q15528	non Enzyme
Q9NX70	non Enzyme
P38633	non Enzyme
O15553	non Enzyme
Q7Z7M0	non Enzyme
O00255	non Enzyme
Q99J09	non Enzyme
Q6ZN04	non Enzyme
Q9Y8G3	non Enzyme
Q9FHX2	non Enzyme
Q9H2D1	non Enzyme
Q96A72	non Enzyme
P08493	non Enzyme
Q9SIM9	non Enzyme
Q5GC92	non Enzyme
P61244	non Enzyme
Q9UIS9	non Enzyme
P08661	non Enzyme
O16011	non Enzyme
Q9NR56	non Enzyme
Q9NUK0	non Enzyme
Q07820	non Enzyme
Q7L590	non Enzyme
P11746	non Enzyme
Q7TT79	non Enzyme
Q88E10	non Enzyme
Q8NE86	non Enzyme
Q15013	non Enzyme
Q13257	non Enzyme
Q99750	non Enzyme
Q8TC05	non Enzyme
O60200	non Enzyme
O15151	non Enzyme
Q12019	non Enzyme
Q8W4P8	non Enzyme
P34886	non Enzyme
Q02574	non Enzyme
Q9VVS4	non Enzyme
F4I096	non Enzyme
F4JGZ1	non Enzyme
Q9W278	non Enzyme
Q9SJZ6	non Enzyme
Q12124	non Enzyme
Q96G25	non Enzyme
Q5XVF0	non Enzyme
Q8CFN5	non Enzyme
O44740	non Enzyme
Q5U4X3	non Enzyme
P35240	non Enzyme
G5EBL2	non Enzyme
P32389	non Enzyme
Q99257	non Enzyme
B2RHG1	non Enzyme
P55083	non Enzyme
Q5F2C3	non Enzyme
P02921	non Enzyme
Q9BV36	non Enzyme
Q9VS24	non Enzyme
P41948	non Enzyme
Q24564	non Enzyme
Q0VG99	non Enzyme
Q12041	non Enzyme
Q55CK2	non Enzyme
Q96PC5	non Enzyme
P81860	non Enzyme
Q5JRA6	non Enzyme
Q8N4Q1	non Enzyme
Q9BRQ6	non Enzyme
Q9XYH7	non Enzyme
Q8TDR0	non Enzyme
Q9Y738	non Enzyme
Q9P802	non Enzyme
Q9BYG3	non Enzyme
Q9HAP2	non Enzyme
P12526	non Enzyme
Q27433	non Enzyme
P09088	non Enzyme
P24612	non Enzyme
P19263	non Enzyme
Q96RN5	non Enzyme
P32569	non Enzyme
P47822	non Enzyme
Q9ULK4	non Enzyme
O75448	non Enzyme
Q9V4F9	non Enzyme
Q9VS38	non Enzyme
O75586	non Enzyme
P38304	non Enzyme
Q02080	non Enzyme
P40791	non Enzyme
Q18508	non Enzyme
P50221	non Enzyme
P50222	non Enzyme
Q21502	non Enzyme
Q8C1Q4	non Enzyme
Q9GZY8	non Enzyme
P21956	non Enzyme
Q8IYU8	non Enzyme
Q9NQG6	non Enzyme
G1FC92	non Enzyme
Q8IVT2	non Enzyme
Q8WV92	non Enzyme
Q9D2Y4	non Enzyme
P40457	non Enzyme
Q09510	non Enzyme
Q9NP71	non Enzyme
Q9H3L0	non Enzyme
Q8K273	non Enzyme
Q8N4V1	non Enzyme
P40577	non Enzyme
Q9H0U3	non Enzyme
Q5VYJ5	non Enzyme
Q13495	non Enzyme
Q8IZL2	non Enzyme
P21519	non Enzyme
Q9Y2U8	non Enzyme
Q9UEW3	non Enzyme
P21941	non Enzyme
P03873	non Enzyme
Q9NS73	non Enzyme
Q63406	non Enzyme
Q99705	non Enzyme
D6RGH6	non Enzyme
P97287	non Enzyme
Q9GZU1	non Enzyme
P32354	non Enzyme
P15529	non Enzyme
P22954	non Enzyme
Q9NVC6	non Enzyme
P25046	non Enzyme
Q9XIM0	non Enzyme
Q6P0N0	non Enzyme
Q9CQ20	non Enzyme
Q9UPN3	non Enzyme
Q9LU93	non Enzyme
O54790	non Enzyme
Q9STU3	non Enzyme
P43364	non Enzyme
P20917	non Enzyme
P20484	non Enzyme
Q92585	non Enzyme
Q96JK9	non Enzyme
Q96JE9	non Enzyme
Q63560	non Enzyme
O95460	non Enzyme
O80883	non Enzyme
Q9S7G7	non Enzyme
Q9Z2E2	non Enzyme
Q9FJF4	non Enzyme
P08235	non Enzyme
Q9Y6D9	non Enzyme
Q9Z1B5	non Enzyme
Q08179	non Enzyme
Q12285	non Enzyme
Q9VW47	non Enzyme
Q9V439	non Enzyme
Q9VBQ9	non Enzyme
O08574	non Enzyme
Q06324	non Enzyme
Q96T76	non Enzyme
Q9BU76	non Enzyme
Q61884	non Enzyme
P46150	non Enzyme
P53985	non Enzyme
O15427	non Enzyme
Q9C9X0	non Enzyme
Q9JLB2	non Enzyme
F4KDF5	non Enzyme
Q86LE5	non Enzyme
O75352	non Enzyme
Q8TCY5	non Enzyme
Q01926	non Enzyme
P25713	non Enzyme
P28184	non Enzyme
Q13330	non Enzyme
P49286	non Enzyme
Q8R1S4	non Enzyme
Q9ULD2	non Enzyme
Q08550	non Enzyme
P25588	non Enzyme
Q06106	non Enzyme
Q96LB1	non Enzyme
O24617	non Enzyme
P25847	non Enzyme
P21757	non Enzyme
O75431	non Enzyme
Q08542	non Enzyme
P21936	non Enzyme
Q9FJ07	non Enzyme
Q9LXV2	non Enzyme
Q6R0C4	non Enzyme
Q9PWF3	non Enzyme
O49687	non Enzyme
P01106	non Enzyme
Q99836	non Enzyme
P13535	non Enzyme
Q9ERC1	non Enzyme
Q9UBC5	non Enzyme
P32492	non Enzyme
O94477	non Enzyme
Q99104	non Enzyme
Q9ULV0	non Enzyme
Q9UM54	non Enzyme
Q13402	non Enzyme
P12979	non Enzyme
P54296	non Enzyme
Q25413	non Enzyme
Q9NPC6	non Enzyme
Q14896	non Enzyme
Q96G30	non Enzyme
P16926	non Enzyme
Q4V3E2	non Enzyme
Q7M6Y6	non Enzyme
Q68CQ1	non Enzyme
F8W4H9	non Enzyme
O88563	non Enzyme
P28667	non Enzyme
Q9HD23	non Enzyme
P33201	non Enzyme
Q84LK0	non Enzyme
P53604	non Enzyme
P33748	non Enzyme
P02802	non Enzyme
Q791V5	non Enzyme
O95248	non Enzyme
P48039	non Enzyme
Q765P7	non Enzyme
Q5HZI1	non Enzyme
Q8WXI7	non Enzyme
P43121	non Enzyme
Q29435	non Enzyme
Q60528	non Enzyme
Q62635	non Enzyme
Q02505	non Enzyme
Q99102	non Enzyme
Q98UI9	non Enzyme
F1NBL0	non Enzyme
Q8TAX7	non Enzyme
Q96DR8	non Enzyme
Q12411	non Enzyme
P47069	non Enzyme
Q46864	non Enzyme
P32829	non Enzyme
Q03455	non Enzyme
Q01727	non Enzyme
A0QR29	non Enzyme
P13297	non Enzyme
Q03358	non Enzyme
P02795	non Enzyme
O94776	non Enzyme
Q9Y2Z2	non Enzyme
Q02817	non Enzyme
P98088	non Enzyme
Q9HC84	non Enzyme
Q9ULC0	non Enzyme
Q96E29	non Enzyme
Q8BVN4	non Enzyme
P55157	non Enzyme
Q13585	non Enzyme
P48240	non Enzyme
Q02496	non Enzyme
Q8N307	non Enzyme
Q04900	non Enzyme
P11588	non Enzyme
P20591	non Enzyme
Q92614	non Enzyme
Q96S97	non Enzyme
Q9FKL2	non Enzyme
Q9SA47	non Enzyme
P10244	non Enzyme
Q8VIM5	non Enzyme
Q599T9	non Enzyme
Q9MBA2	non Enzyme
Q9VVF7	non Enzyme
Q9H2W2	non Enzyme
Q8K4J6	non Enzyme
Q15049	non Enzyme
P58340	non Enzyme
Q02455	non Enzyme
Q7X6Y7	non Enzyme
Q8R3L0	non Enzyme
Q9FHI1	non Enzyme
O94360	non Enzyme
Q5ABC6	non Enzyme
Q70IA6	non Enzyme
Q2KHM9	non Enzyme
Q06390	non Enzyme
P22897	non Enzyme
Q9UBG0	non Enzyme
O18330	non Enzyme
O95255	non Enzyme
Q59MJ1	non Enzyme
O43482	non Enzyme
P10333	non Enzyme
Q12317	non Enzyme
P25846	non Enzyme
Q01726	non Enzyme
Q61474	non Enzyme
P50535	non Enzyme
P08118	non Enzyme
P33749	non Enzyme
P87320	non Enzyme
P53176	non Enzyme
Q24395	non Enzyme
Q9NZJ7	non Enzyme
Q9FM80	non Enzyme
P58546	non Enzyme
Q9USG8	non Enzyme
P34576	non Enzyme
Q9UKN1	non Enzyme
Q9H3R2	non Enzyme
Q685J3	non Enzyme
Q9EPF2	non Enzyme
Q7Z5P9	non Enzyme
Q6PZE0	non Enzyme
Q8WML4	non Enzyme
P15941	non Enzyme
Q2TAK8	non Enzyme
P0AF16	non Enzyme
F4JEP5	non Enzyme
P22148	non Enzyme
P37360	non Enzyme
Q3UHU5	non Enzyme
Q9VPD5	non Enzyme
Q9ZT96	non Enzyme
Q9H4K7	non Enzyme
O97148	non Enzyme
Q9C0I1	non Enzyme
O80632	non Enzyme
Q9ZT63	non Enzyme
Q16795	non Enzyme
O95299	non Enzyme
O95168	non Enzyme
O43674	non Enzyme
P17568	non Enzyme
O95169	non Enzyme
Q330K2	non Enzyme
Q9CR95	non Enzyme
Q15223	non Enzyme
Q96NY8	non Enzyme
B3H5K9	non Enzyme
Q8NHV4	non Enzyme
Q9FLI7	non Enzyme
P03407	non Enzyme
P12478	non Enzyme
Q06148	non Enzyme
Q92832	non Enzyme
P61849	non Enzyme
Q8N9A8	non Enzyme
P23511	non Enzyme
Q90YJ2	non Enzyme
P25427	non Enzyme
P13738	non Enzyme
Q9LT68	non Enzyme
Q552S0	non Enzyme
Q9H9Q4	non Enzyme
P11632	non Enzyme
Q92542	non Enzyme
Q14112	non Enzyme
Q9GZT8	non Enzyme
Q8VZW1	non Enzyme
Q9Y221	non Enzyme
Q969G9	non Enzyme
Q8VE28	non Enzyme
Q9H8H0	non Enzyme
O60936	non Enzyme
C6FX52	non Enzyme
F4I1T7	non Enzyme
Q15466	non Enzyme
Q5A0E5	non Enzyme
P54846	non Enzyme
Q8LC68	non Enzyme
O35375	non Enzyme
Q9FGS5	non Enzyme
P03495	non Enzyme
Q9CPR8	non Enzyme
Q12457	non Enzyme
Q12311	non Enzyme
Q63384	non Enzyme
Q10331	non Enzyme
Q9UTH0	non Enzyme
P36161	non Enzyme
Q9VXE6	non Enzyme
P49790	non Enzyme
Q9C811	non Enzyme
Q12769	non Enzyme
Q5SRE5	non Enzyme
Q92621	non Enzyme
Q9W0T1	non Enzyme
Q84W66	non Enzyme
P80188	non Enzyme
Q9USU8	non Enzyme
O08692	non Enzyme
A5F120	non Enzyme
Q9P7H0	non Enzyme
P11633	non Enzyme
Q19345	non Enzyme
O14745	non Enzyme
P34077	non Enzyme
Q23316	non Enzyme
Q9VC27	non Enzyme
Q2TJA6	non Enzyme
Q969F2	non Enzyme
Q9VVV9	non Enzyme
Q91WS2	non Enzyme
P28336	non Enzyme
Q9R1M7	non Enzyme
Q06512	non Enzyme
Q9Y239	non Enzyme
P18105	non Enzyme
O88998	non Enzyme
O46106	non Enzyme
P51513	non Enzyme
O75607	non Enzyme
P06748	non Enzyme
Q9FDY4	non Enzyme
P10588	non Enzyme
P56975	non Enzyme
Q8CFV4	non Enzyme
Q8QFX6	non Enzyme
P0DI97	non Enzyme
Q94887	non Enzyme
Q9Y6Y0	non Enzyme
Q6BDR8	non Enzyme
Q9EPI6	non Enzyme
P61970	non Enzyme
P20181	non Enzyme
Q6Q547	non Enzyme
O60500	non Enzyme
Q64104	non Enzyme
Q68D85	non Enzyme
P22736	non Enzyme
Q9QZB6	non Enzyme
Q9SAH8	non Enzyme
P49281	non Enzyme
Q9SNV9	non Enzyme
Q96F24	non Enzyme
Q02297	non Enzyme
P54845	non Enzyme
Q99748	non Enzyme
Q96IY1	non Enzyme
Q9M8Z5	non Enzyme
P14907	non Enzyme
Q9GZY6	non Enzyme
A4GSN8	non Enzyme
Q96RS6	non Enzyme
P20676	non Enzyme
O13838	non Enzyme
Q8NFH5	non Enzyme
Q8N1F7	non Enzyme
P52948	non Enzyme
P05221	non Enzyme
P33755	non Enzyme
Q21434	non Enzyme
Q80XB4	non Enzyme
Q21691	non Enzyme
P20241	non Enzyme
Q8BMT4	non Enzyme
Q9Y2I2	non Enzyme
Q96CW9	non Enzyme
P57740	non Enzyme
Q9P797	non Enzyme
P52593	non Enzyme
Q9Y5A7	non Enzyme
Q9H1E3	non Enzyme
Q8WVJ2	non Enzyme
Q00402	non Enzyme
O08919	non Enzyme
Q9QZS3	non Enzyme
Q9BXS6	non Enzyme
Q12255	non Enzyme
Q9LUB7	non Enzyme
Q16633	non Enzyme
Q62881	non Enzyme
Q14978	non Enzyme
P25655	non Enzyme
P06102	non Enzyme
Q12514	non Enzyme
Q01705	non Enzyme
O35516	non Enzyme
Q99466	non Enzyme
P07207	non Enzyme
Q9NZP6	non Enzyme
P97460	non Enzyme
P48145	non Enzyme
Q86SE8	non Enzyme
P38742	non Enzyme
Q9ZVC2	non Enzyme
Q8WTW4	non Enzyme
Q14916	non Enzyme
O35764	non Enzyme
P68950	non Enzyme
P51843	non Enzyme
P97947	non Enzyme
Q14994	non Enzyme
P12813	non Enzyme
Q8K5A9	non Enzyme
Q9FN18	non Enzyme
Q99J45	non Enzyme
Q09702	non Enzyme
Q8WWG1	non Enzyme
Q923B3	non Enzyme
Q96MG7	non Enzyme
Q7LL22	non Enzyme
P40477	non Enzyme
P38181	non Enzyme
Q10173	non Enzyme
Q9UHK0	non Enzyme
P40010	non Enzyme
Q9XTY6	non Enzyme
Q10168	non Enzyme
Q9H0G5	non Enzyme
Q9W1X4	non Enzyme
P80303	non Enzyme
P32336	non Enzyme
Q8NFH3	non Enzyme
Q7K0D8	non Enzyme
Q9UKX7	non Enzyme
Q8RWH9	non Enzyme
Q9UUE5	non Enzyme
P46673	non Enzyme
O60356	non Enzyme
O15243	non Enzyme
Q9Z0L3	non Enzyme
P13725	non Enzyme
Q8K557	non Enzyme
P04512	non Enzyme
P20789	non Enzyme
Q02630	non Enzyme
Q8WUM0	non Enzyme
Q9H4D5	non Enzyme
Q9UKK6	non Enzyme
Q6PFX7	non Enzyme
Q8BM65	non Enzyme
Q96KK4	non Enzyme
A1E959	non Enzyme
O00330	non Enzyme
P41933	non Enzyme
B7ZWR6	non Enzyme
Q60895	non Enzyme
P78380	non Enzyme
P21935	non Enzyme
Q03614	non Enzyme
Q8RY25	non Enzyme
P53384	non Enzyme
Q8TB37	non Enzyme
Q63083	non Enzyme
Q86Y26	non Enzyme
Q9U1H9	non Enzyme
Q9GZU5	non Enzyme
P54368	non Enzyme
Q9S736	non Enzyme
Q9WVA9	non Enzyme
Q9VNM1	non Enzyme
O17972	non Enzyme
P59240	non Enzyme
P93002	non Enzyme
Q8L746	non Enzyme
Q944A9	non Enzyme
P0DOC7	non Enzyme
Q6W5P4	non Enzyme
O95436	non Enzyme
O00476	non Enzyme
P97546	non Enzyme
P47971	non Enzyme
Q9ESQ9	non Enzyme
P07808	non Enzyme
Q64249	non Enzyme
Q9UHY1	non Enzyme
Q92823	non Enzyme
Q90X44	non Enzyme
P27476	non Enzyme
Q9JHL0	non Enzyme
Q9R060	non Enzyme
Q9R061	non Enzyme
Q9FVQ1	non Enzyme
Q9BZD4	non Enzyme
P33895	non Enzyme
Q7Z417	non Enzyme
Q9C923	non Enzyme
Q14980	non Enzyme
P16554	non Enzyme
Q9Y3T9	non Enzyme
P97466	non Enzyme
P37838	non Enzyme
Q9Y2X3	non Enzyme
Q8TAT6	non Enzyme
Q13133	non Enzyme
Q96RI1	non Enzyme
Q9Y5X4	non Enzyme
Q06219	non Enzyme
Q03125	non Enzyme
P48552	non Enzyme
P97333	non Enzyme
O48890	non Enzyme
Q53EK2	non Enzyme
Q9Y7U4	non Enzyme
O35987	non Enzyme
Q12908	non Enzyme
Q14973	non Enzyme
F4JN35	non Enzyme
Q8R4G0	non Enzyme
Q8R4F1	non Enzyme
P35729	non Enzyme
Q8R0G9	non Enzyme
Q9Y5Y2	non Enzyme
Q8IWE2	non Enzyme
Q7JQF1	non Enzyme
Q15646	non Enzyme
O02372	non Enzyme
Q8L7L0	non Enzyme
F1NSM7	non Enzyme
Q9VCZ3	non Enzyme
P97266	non Enzyme
P51475	non Enzyme
Q16EI9	non Enzyme
Q9VT92	non Enzyme
Q9VHQ7	non Enzyme
Q9UBD5	non Enzyme
P54790	non Enzyme
P54791	non Enzyme
O70458	non Enzyme
Q08DS3	non Enzyme
P49651	non Enzyme
P41232	non Enzyme
Q9EPX4	non Enzyme
O43422	non Enzyme
P10360	non Enzyme
O15350	non Enzyme
Q86U42	non Enzyme
Q96M98	non Enzyme
Q86VP3	non Enzyme
Q15004	non Enzyme
Q8K2T8	non Enzyme
Q3U0P1	non Enzyme
D4GUJ7	non Enzyme
Q16625	non Enzyme
Q5BJF6	non Enzyme
O80565	non Enzyme
Q7SZK7	non Enzyme
O75665	non Enzyme
Q6VAK3	non Enzyme
Q6VAK4	non Enzyme
Q6UX06	non Enzyme
Q6PFG8	non Enzyme
Q8BHP7	non Enzyme
O70156	non Enzyme
Q99983	non Enzyme
P02631	non Enzyme
Q9QXZ9	non Enzyme
Q6VZZ7	non Enzyme
Q51487	non Enzyme
P41146	non Enzyme
O01668	non Enzyme
P31356	non Enzyme
P34982	non Enzyme
Q9SU24	non Enzyme
Q13415	non Enzyme
P54784	non Enzyme
Q24168	non Enzyme
Q09142	non Enzyme
P50874	non Enzyme
P38826	non Enzyme
Q8GWH3	non Enzyme
Q8K2C7	non Enzyme
Q8IN94	non Enzyme
P22059	non Enzyme
P25158	non Enzyme
P46873	non Enzyme
Q99650	non Enzyme
P20240	non Enzyme
P32242	non Enzyme
P51521	non Enzyme
P70536	non Enzyme
P79734	non Enzyme
P31209	non Enzyme
P13589	non Enzyme
P32499	non Enzyme
Q02199	non Enzyme
P48837	non Enzyme
P39705	non Enzyme
P52891	non Enzyme
Q9BW27	non Enzyme
Q9FFK6	non Enzyme
Q8LLD0	non Enzyme
O15504	non Enzyme
Q9WTK0	non Enzyme
Q8VBV9	non Enzyme
P32332	non Enzyme
P22270	non Enzyme
Q9UMX2	non Enzyme
Q9PRS8	non Enzyme
P74102	non Enzyme
Q18807	non Enzyme
Q9NTK5	non Enzyme
P02931	non Enzyme
P76045	non Enzyme
Q9H6K4	non Enzyme
P81909	non Enzyme
Q9Y1B2	non Enzyme
Q06144	non Enzyme
Q8RWS1	non Enzyme
Q9BXB5	non Enzyme
Q9H1P3	non Enzyme
Q9H0X9	non Enzyme
Q800Y1	non Enzyme
P04640	non Enzyme
Q8NFH4	non Enzyme
Q05166	non Enzyme
P40368	non Enzyme
Q99567	non Enzyme
P0AFF4	non Enzyme
Q8SX86	non Enzyme
Q8NGH5	non Enzyme
P39720	non Enzyme
Q8H0V5	non Enzyme
Q9D611	non Enzyme
Q4LBB9	non Enzyme
Q9SA73	non Enzyme
Q83EK8	non Enzyme
Q64288	non Enzyme
O48528	non Enzyme
P33535	non Enzyme
P08255	non Enzyme
P03999	non Enzyme
Q06593	non Enzyme
Q8N628	non Enzyme
Q8NG98	non Enzyme
Q13416	non Enzyme
Q9Y794	non Enzyme
O43114	non Enzyme
Q9XYT4	non Enzyme
O55232	non Enzyme
Q8N138	non Enzyme
Q9SX99	non Enzyme
Q8IYS5	non Enzyme
P35845	non Enzyme
P38713	non Enzyme
P38755	non Enzyme
Q8N2R0	non Enzyme
P81455	non Enzyme
Q6ZRI0	non Enzyme
Q9ZV24	non Enzyme
P06002	non Enzyme
P91657	non Enzyme
Q96CV9	non Enzyme
O95047	non Enzyme
Q9VNB5	non Enzyme
P32833	non Enzyme
Q9Y619	non Enzyme
Q9LZM1	non Enzyme
Q99220	non Enzyme
P23498	non Enzyme
P10923	non Enzyme
P08721	non Enzyme
Q8CE23	non Enzyme
P0C215	non Enzyme
Q9S7M9	non Enzyme
O81045	non Enzyme
P47824	non Enzyme
Q5E9U1	non Enzyme
Q8WXI9	non Enzyme
O08908	non Enzyme
P08878	non Enzyme
Q90249	non Enzyme
Q9UQ80	non Enzyme
Q9W0Y6	non Enzyme
P34766	non Enzyme
P20398	non Enzyme
Q94AX5	non Enzyme
Q8I7F8	non Enzyme
Q9C5J8	non Enzyme
Q09232	non Enzyme
Q9FKF4	non Enzyme
P54789	non Enzyme
O43929	non Enzyme
O43913	non Enzyme
Q9Y5N6	non Enzyme
Q13438	non Enzyme
Q96SU4	non Enzyme
Q969R2	non Enzyme
Q12451	non Enzyme
Q91ZD1	non Enzyme
P01012	non Enzyme
P79892	non Enzyme
P04637	non Enzyme
Q91989	non Enzyme
Q9JK83	non Enzyme
Q9NAN2	non Enzyme
O43316	non Enzyme
P32114	non Enzyme
Q00288	non Enzyme
P58501	non Enzyme
A8CL69	non Enzyme
Q21952	non Enzyme
Q9BVL2	non Enzyme
Q8L7F7	non Enzyme
P37198	non Enzyme
Q9GYU8	non Enzyme
O15381	non Enzyme
Q9H1B4	non Enzyme
Q9NPJ8	non Enzyme
Q60856	non Enzyme
O08608	non Enzyme
Q9NY56	non Enzyme
O75147	non Enzyme
Q91049	non Enzyme
Q4LBB6	non Enzyme
P23803	non Enzyme
P53347	non Enzyme
Q94526	non Enzyme
Q9CAF4	non Enzyme
P49686	non Enzyme
Q03790	non Enzyme
G5EEH9	non Enzyme
Q149M9	non Enzyme
P01525	non Enzyme
Q9UBU9	non Enzyme
Q9GZY0	non Enzyme
Q15743	non Enzyme
O34777	non Enzyme
Q13516	non Enzyme
Q24432	non Enzyme
Q63912	non Enzyme
Q0WMZ5	non Enzyme
P21957	non Enzyme
Q96HA1	non Enzyme
Q7T103	non Enzyme
Q9H3D4	non Enzyme
Q99J31	non Enzyme
Q9H1Y3	non Enzyme
P04950	non Enzyme
P22328	non Enzyme
P08100	non Enzyme
Q95RW8	non Enzyme
Q90Z16	non Enzyme
P81910	non Enzyme
Q9BXW6	non Enzyme
Q9BZF2	non Enzyme
Q9WVG7	non Enzyme
Q8R000	non Enzyme
P10451	non Enzyme
P80206	non Enzyme
Q12889	non Enzyme
P41217	non Enzyme
P39952	non Enzyme
Q51330	non Enzyme
Q4KMM3	non Enzyme
Q9BTK6	non Enzyme
P13423	non Enzyme
P01298	non Enzyme
P05121	non Enzyme
Q76CY8	non Enzyme
Q8NC51	non Enzyme
Q9Z0P4	non Enzyme
Q640Q5	non Enzyme
P91943	non Enzyme
P25116	non Enzyme
O00254	non Enzyme
Q56WK6	non Enzyme
Q96RD7	non Enzyme
Q9SX27	non Enzyme
Q02962	non Enzyme
P47239	non Enzyme
Q8WP90	non Enzyme
G5ECT0	non Enzyme
Q9LU05	non Enzyme
P12383	non Enzyme
Q9HFF5	non Enzyme
P36955	non Enzyme
Q95YL5	non Enzyme
Q3URU2	non Enzyme
Q8IZL8	non Enzyme
Q9NZ42	non Enzyme
Q03035	non Enzyme
Q9NQP4	non Enzyme
Q8GYC7	non Enzyme
Q9SL05	non Enzyme
O00264	non Enzyme
P50085	non Enzyme
Q6R8G6	non Enzyme
Q8S403	non Enzyme
P07269	non Enzyme
P25360	non Enzyme
Q9IPJ8	non Enzyme
Q8N807	non Enzyme
Q9PU47	non Enzyme
Q62011	non Enzyme
O15018	non Enzyme
Q9QZR8	non Enzyme
Q8NEN9	non Enzyme
P43115	non Enzyme
Q15121	non Enzyme
P30086	non Enzyme
O54943	non Enzyme
P56645	non Enzyme
P35056	non Enzyme
C6KSX0	non Enzyme
Q96BD5	non Enzyme
Q9UHV9	non Enzyme
P61758	non Enzyme
Q05793	non Enzyme
P07898	non Enzyme
Q96GW7	non Enzyme
O88593	non Enzyme
Q96LB9	non Enzyme
P40961	non Enzyme
P50093	non Enzyme
Q64028	non Enzyme
Q9D8M7	non Enzyme
Q9CXG9	non Enzyme
Q9BVI0	non Enzyme
Q8VDD9	non Enzyme
Q8WV24	non Enzyme
O08969	non Enzyme
P07270	non Enzyme
P25297	non Enzyme
O00623	non Enzyme
Q07418	non Enzyme
Q9CA86	non Enzyme
P56589	non Enzyme
Q9VGP6	non Enzyme
Q59UT5	non Enzyme
P16112	non Enzyme
Q9TZQ3	non Enzyme
Q9GNK5	non Enzyme
P07585	non Enzyme
O14031	non Enzyme
Q9UIL8	non Enzyme
Q8GYE0	non Enzyme
Q9BUL5	non Enzyme
Q8IWS0	non Enzyme
Q55FP0	non Enzyme
P04859	non Enzyme
P20941	non Enzyme
Q8ST83	non Enzyme
Q94CL7	non Enzyme
Q8BFY0	non Enzyme
