Protein UniProt Acc.	EC Number
Q1R6E7	2.5.1.7
A4WF02	2.5.1.7
P33038	2.5.1.7
B2VGU0	2.5.1.7
B9M0L4	2.5.1.7
A5G8T5	2.5.1.7
Q5FSM2	2.5.1.7
Q39YP9	2.5.1.7
Q4QLK7	2.5.1.7
Q17WZ6	2.5.1.7
B6JLN6	2.5.1.7
Q1CTM2	2.5.1.7
B2UTH9	2.5.1.7
A4G9J3	2.5.1.7
Q0C2I2	2.5.1.7
Q5R0J5	2.5.1.7
B5XSV2	2.5.1.7
Q1IPU1	2.5.1.7
Q74LG1	2.5.1.7
Q1MQ35	2.5.1.7
Q5X6Q6	2.5.1.7
B1XX71	2.5.1.7
Q0AQL8	2.5.1.7
Q606Q0	2.5.1.7
P45821	2.5.1.7
Q1D2Q7	2.5.1.7
Q82TN2	2.5.1.7
A6Q3K8	2.5.1.7
Q8Z0C4	2.5.1.7
B2SZ71	2.5.1.7
A1VK35	2.5.1.7
A2BSM1	2.5.1.7
Q48EC7	2.5.1.7
Q4KI75	2.5.1.7
B0KQJ3	2.5.1.7
B1JBC3	2.5.1.7
Q4ZNV7	2.5.1.7
A1SYM0	2.5.1.7
Q92S27	2.5.1.7
Q2IRX1	2.5.1.7
Q20Y45	2.5.1.7
Q6N176	2.5.1.7
A4WQ33	2.5.1.7
A8GW63	2.5.1.7
Q21FV2	2.5.1.7
Q57JG1	2.5.1.7
B5REQ5	2.5.1.7
Q5PLD1	2.5.1.7
B5BGL3	2.5.1.7
P65454	2.5.1.7
A3D8R8	2.5.1.7
A6WJ66	2.5.1.7
A3QI66	2.5.1.7
A4Y3C4	2.5.1.7
A8FR77	2.5.1.7
Q0T095	2.5.1.7
A6U5Y5	2.5.1.7
A9GD73	2.5.1.7
A6Q9I6	2.5.1.7
Q3AL98	2.5.1.7
A5IKW2	2.5.1.7
Q31GZ1	2.5.1.7
B8GMK2	2.5.1.7
Q73Q03	2.5.1.7
Q87LF4	2.5.1.7
Q7MPA3	2.5.1.7
B3CLV0	2.5.1.7
Q8PID3	2.5.1.7
Q636B7	1.3.1.98
B0V744	1.3.1.98
Q8UDN0	1.3.1.98
B3ETU4	1.3.1.98
B4UES3	1.3.1.98
O66805	1.3.1.98
A1KBU9	1.3.1.98
A1UTC3	1.3.1.98
Q9X6Y8	1.3.1.98
B2S6Q2	1.3.1.98
A9M688	1.3.1.98
Q3JVB9	1.3.1.98
Q63WM3	1.3.1.98
Q0SW37	1.3.1.98
B9M174	1.3.1.98
A4ILI2	1.3.1.98
Q5FUJ3	1.3.1.98
Q4QNS0	1.3.1.98
B0TGC2	1.3.1.98
Q9ZJJ4	1.3.1.98
A2RKV4	1.3.1.98
Q88YF4	1.3.1.98
B2G632	1.3.1.98
Q5X1S7	1.3.1.98
Q5WTI8	1.3.1.98
Q04Y07	1.3.1.98
Q03VW0	1.3.1.98
B1MLH7	3.5.1.103
A4T907	3.5.1.103
Q73WP7	3.5.1.103
Q1B4P5	3.5.1.103
A5I348	1.8.4.11
Q0SPW9	1.8.4.11
A7ZV98	1.8.4.11
B7MLN1	1.8.4.11
B7M9I1	1.8.4.11
Q8FAG4	1.8.4.11
B1LRA3	1.8.4.11
Q0BPD5	1.8.4.11
Q18J40	1.8.4.11
Q9SEC2	1.8.4.11
Q04PP8	1.8.4.11
A6VFD6	1.8.4.11
Q2W5W8	1.8.4.11
A1KEV7	1.8.4.11
A3Q7V7	1.8.4.11
A5TYL2	1.8.4.11
Q3IUS0	1.8.4.11
Q5YUS0	1.8.4.11
B8ZTJ5	1.8.4.11
B0KJ25	1.8.4.11
Q4ZM24	1.8.4.11
Q9I1C2	1.14.14.5
B2S9Y5	2.1.1.72
P70986	2.1.1.113
Q8TS72	2.1.1.249
P9WPJ7	4.2.1.1
P9WPJ9	4.2.1.1
P05302	2.1.1.37
P25265	2.1.1.37
P55818	1.5.1.-; 1.5.1.5
O93868	1.1.1.138
Q8NK50	1.1.1.138
P93257	1.1.1.255
Q6M099	1.5.98.1
A6URY5	1.5.98.1
P05101	2.1.1.37
Q9RMN9	2.1.1.15
Q59606	2.1.1.37
B7N242	1.1.1.17
B3WBT3	1.1.1.17
L7IBL2	1.1.1.17
P78008	1.1.1.17
B5RGJ1	1.1.1.17
A5IUU9	1.1.1.17
Q58015	2.1.1.72
O30642	2.1.1.248
Q5F452	3.1.3.-
Q4D6B2	5.3.1.23
Q9YE84	5.3.1.23
C5GGE5	5.3.1.23
Q2IH96	5.3.1.23
Q7PKS9	5.3.1.23
C5FY68	5.3.1.23
A6RHT9	5.3.1.23
A4XKS3	5.3.1.23
A7FTE6	5.3.1.23
A7GCV8	5.3.1.23
A3DD27	5.3.1.23
P0CN41	5.3.1.23
A9JRE2	5.3.1.23
A5FRU8	5.3.1.23
B9LZ20	5.3.1.23
Q6CQP3	5.3.1.23
B0SNY3	5.3.1.23
A5DUX4	5.3.1.23
A4ICE5	5.3.1.23
A6LE92	5.3.1.23
A5D1G8	5.3.1.23
A6X8E9	5.3.1.23
B9HCR2	5.3.1.23
Q02PX5	5.3.1.23
Q4K8M6	5.3.1.23
B0KTX5	5.3.1.23
Q885T7	5.3.1.23
Q8U178	5.3.1.23
Q5HZE4	5.3.1.23
A6ULQ4	5.3.1.23
Q4JB92	5.3.1.23
Q2LXN1	5.3.1.23
Q5N076	5.3.1.23
B7IFW5	5.3.1.23
A6LJM7	5.3.1.23
B0K2V6	5.3.1.23
B5YGA0	5.3.1.23
C9SB02	5.3.1.23
Q4UTB3	5.3.1.23
B2SIW1	5.3.1.23
B0U5G3	5.3.1.23
Q8PAB2	5.3.1.23
A5FUG4	4.2.1.109
A6RAS3	4.2.1.109
B0TM50	3.1.3.77
B4STR0	3.1.3.77
B1XPT1	3.1.3.77
A5GR42	3.1.3.77
B0RSM3	3.1.3.77
B8GMB3	3.1.3.77
A1JP11	3.1.3.77
A9R2Z7	3.1.3.77
Q5H0Y0	3.1.3.77
Q6D1G3	1.13.11.54; 1.13.11.53
Q8H185	1.13.11.54
A7Z3X7	1.13.11.54; 1.13.11.53
Q54ER6	1.13.11.54
B7PRF6	1.13.11.54
A6T672	1.13.11.54; 1.13.11.53
B0SFU6	1.13.11.54; 1.13.11.53
Q99JT9	1.13.11.54
A4W6Q6	3.2.2.9
B7LWC0	3.2.2.9
B1YJD6	3.2.2.9
C1KVE1	3.2.2.9
Q6LUR4	3.2.2.9
Q6D1Z4	3.2.2.9
B5FJ06	3.2.2.9
B4TK35	3.2.2.9
Q5HFG2	3.2.2.9
A8Z4D8	3.2.2.9
Q5HNU8	3.2.2.9
B7VJ21	3.2.2.9
A7FM04	3.2.2.9
Q7CKD4	3.2.2.9
A4TPX2	3.2.2.9
C3P745	5.3.2.5
Q819E8	5.3.2.5
Q5WH45	5.3.2.5
A9VFD9	5.3.2.5
A4ILL5	5.3.2.5
C3P746	3.1.3.87
B1YIY2	5.3.2.5
B7M934	1.5.3.-
B1IV43	1.5.3.-
Q1RD98	1.5.3.-
B5QY05	1.5.3.-
A9N5Q2	1.5.3.-
Q32ER8	1.5.3.-
A7FH13	1.5.3.-
B1LIV1	1.5.3.-
A4HQI9	2.1.1.57
Q4Q089	2.1.1.57
Q4E123	2.1.1.57
D7EBK7	2.1.1.86
O32867	2.1.1.86
D5E7Y7	2.1.1.86
A0QTK3	2.7.13.3
Q58259	2.1.1.86
P80651	2.1.1.86
O27231	2.1.1.86
Q50773	2.1.1.86
Q9Y8K6	2.1.1.86
P80656	2.1.1.86
Q50774	2.1.1.86
P9WHH2	1.8.1.15
B6SCF4	4.2.3.15
P23737	2.1.1.37
Q8PUA8	2.1.1.251
P14385	2.1.1.72
P58974	2.1.1.250
O93658	2.1.1.250
Q17440	2.8.1.14
Q54I63	2.8.1.14
O75648	2.8.1.14
O32854	2.1.1.-
O32855	2.1.1.-
P0A275	3.4.21.-
O84767	6.3.2.8; 6.3.2.4
A8APW0	3.2.2.28
B7MB04	3.2.2.28
B7NJT2	3.2.2.28
Q630W1	2.5.1.7
Q65DX8	2.5.1.7
Q8RD88	2.5.1.7
Q899K4	2.5.1.7
Q9CI17	2.5.1.7
Q927W7	2.5.1.7
Q8Y4C4	2.5.1.7
Q5HEA0	2.5.1.7
Q3K1L5	2.5.1.7
Q8DT57	2.5.1.7
A0A0H2ZNL3	2.5.1.7
Q81JW5	2.5.1.7
Q5LZI4	2.5.1.7
Q5WB48	2.5.1.7
Q3A949	2.5.1.7
Q97DD9	2.5.1.7
Q898X3	2.5.1.7
Q8Y4A2	2.5.1.7
Q2YUM9	2.5.1.7
Q5HM98	2.5.1.7
Q8E5U6	2.5.1.7
Q67J65	2.5.1.7
B0BQM0	2.5.1.7
A4SHW5	2.5.1.7
B8JAU0	2.5.1.7
B4UAY6	2.5.1.7
A9IXV7	2.5.1.7
B2IJH9	2.5.1.7
Q2KTT8	2.5.1.7
Q7W2Y6	2.5.1.7
B2S906	2.5.1.7
A9M7U1	2.5.1.7
B0CJN2	2.5.1.7
A9WG69	1.3.1.98
Q255M5	1.3.1.98
Q9Z6S1	1.3.1.98
P0CD77	1.3.1.98
A7FYX2	1.3.1.98
A6M2Y4	1.3.1.98
B9DWV2	1.3.1.98
A4QB37	1.3.1.98
Q1IXV7	1.3.1.98
A8ZXW1	1.3.1.98
Q8FB88	1.3.1.98
B1YJK3	1.3.1.98
Q8RDQ3	1.3.1.98
C4K125	1.3.1.98
Q57H81	1.3.1.98
A0KRK7	1.3.1.98
Q31U21	1.3.1.98
P65462	1.3.1.98
B7H746	6.3.2.8
A9IWA4	6.3.2.8
P61676	6.3.2.8
B3DQN2	6.3.2.8
Q493Q0	6.3.2.8
Q2KVG1	6.3.2.8
A5EPK1	6.3.2.8
Q2YLY6	6.3.2.8
A9M689	6.3.2.8
B9MND8	6.3.2.8
Q2SZI2	6.3.2.8
A1W043	6.3.2.8
A1BJX7	6.3.2.8
Q1QVG8	6.3.2.8
A5CS50	6.3.2.8
B1IH05	6.3.2.8
B1KTF0	6.3.2.8
A0PXK5	6.3.2.8
Q0SQ58	6.3.2.8
Q8XHJ0	6.3.2.8
B8FBR7	6.3.2.8
B8IZU2	6.3.2.8
Q6AJ54	6.3.2.8
A5EY22	6.3.2.8
C4ZRI6	6.3.2.8
Q0TLP8	6.3.2.8
P17952	6.3.2.8
Q1RGA4	6.3.2.8
Q2NCY9	6.3.2.8
Q14JK2	6.3.2.8
Q8RDQ2	6.3.2.8
B3E3Y1	6.3.2.8
C5D6B2	6.3.2.8
Q0BV26	6.3.2.8
A5UCW7	6.3.2.8
Q0I1D2	6.3.2.8
B6JLL1	6.3.2.8
Q9ZLL2	6.3.2.8
B5Y1U6	6.3.2.8
A2RNJ0	6.3.2.8
Q1WUP1	6.3.2.8
Q1MPB8	6.3.2.8
Q65RY7	6.3.2.8
B7KSC2	6.3.2.8
A9VWV4	6.3.2.8
A2SCY6	6.3.2.8
A4TBE7	6.3.2.8
P57994	6.3.2.8
P61681	6.3.2.8
A1TAW7	6.3.2.8
Q5F6L9	6.3.2.8
A1KVL2	6.3.2.8
Q9JSZ8	6.3.2.8
Q3STS7	6.3.2.8
A1SL79	6.3.2.8
Q8YM75	6.3.2.8
Q8EP84	6.3.2.8
Q04EI0	6.3.2.8
A6LEU2	6.3.2.8
A7HVU8	6.3.2.8
B2SYX4	6.3.2.8
P57818	6.3.2.8
Q03GC5	6.3.2.8
B4SH48	6.3.2.8
C0QPY2	6.3.2.8
Q6LMF7	6.3.2.8
B2RIF2	6.3.2.8
Q02H29	6.3.2.8
Q1I5B9	6.3.2.8
C3KCT1	6.3.2.8
Q3K745	6.3.2.8
Q88N75	6.3.2.8
Q4ZNZ1	6.3.2.8
Q4FQW0	6.3.2.8
Q8XVI8	6.3.2.8
A9WRD7	6.3.2.8
Q98KB4	6.3.2.8
Q21SX0	6.3.2.8
Q211T9	6.3.2.8
Q2RVU5	6.3.2.8
A4WQD6	6.3.2.8
A8F108	6.3.2.8
B0BWS0	6.3.2.8
B5RH65	6.3.2.8
C0Q5I7	6.3.2.8
Q8Z9G8	6.3.2.8
Q8ZRU2	6.3.2.8
B0TQN8	6.3.2.8
Q8E9P8	6.3.2.8
Q32K01	6.3.2.8
A5ITR2	6.3.2.8
P65475	6.3.2.8
A8Z4G7	6.3.2.8
Q49YH1	6.3.2.8
Q8DY77	6.3.2.8
C0M809	6.3.2.8
B1VWF9	6.3.2.8
Q04HS5	6.3.2.8
Q5XDR0	6.3.2.8
Q1JDE8	6.3.2.8
C1CFA5	6.3.2.8
Q2LR47	6.3.2.8
P95836	6.3.2.8
Q2JTH3	6.3.2.8
Q7UA71	6.3.2.8
Q9KPG8	6.3.2.8
Q8D2Z7	6.3.2.8
C0R5N3	6.3.2.8
B0RVA4	6.3.2.8
B2SNZ4	6.3.2.8
B6ELH7	6.3.2.9
B7H6P8	6.3.2.9
B9IVY9	6.3.2.9
Q636B4	6.3.2.9
Q64ZL9	6.3.2.9
Q8A256	6.3.2.9
A7Z4E3	6.3.2.9
B3DQM9	6.3.2.9
Q7VQI9	6.3.2.9
Q0SMS3	6.3.2.9
O51532	6.3.2.9
Q0BIK3	6.3.2.9
A3MR61	6.3.2.9
Q62GS5	6.3.2.9
Q63QJ5	6.3.2.9
Q7NPZ7	6.3.2.9
B6J2Q5	6.3.2.9
B7KH28	6.3.2.9
Q47AA2	6.3.2.9
Q9RRJ4	6.3.2.9
Q6AJ52	6.3.2.9
B2KEW4	6.3.2.9
O07669	6.3.2.9
A7HNT0	6.3.2.9
Q14J05	6.3.2.9
Q0BKM8	6.3.2.9
Q8RDQ1	6.3.2.9
Q5L0X7	6.3.2.9
Q39YM1	6.3.2.9
Q7VP56	6.3.2.9
A5UIR0	6.3.2.9
O25236	6.3.2.9
B4U609	6.3.2.9
Q1IKG8	6.3.2.9
Q04B73	6.3.2.9
Q74JY5	6.3.2.9
Q02XX9	6.3.2.9
Q1WT99	6.3.2.9
Q5ZSA3	6.3.2.9
Q71XX7	6.3.2.9
Q1GYZ9	6.3.2.9
A1KKJ8	6.3.2.9
A0R018	6.3.2.9
P9WJL4	6.3.2.9
B2A2H0	6.3.2.9
A1KVL5	6.3.2.9
Q1QNU5	6.3.2.9
Q3STT0	6.3.2.9
Q8YPS9	6.3.2.9
B2RIE9	6.3.2.9
A2BY75	6.3.2.9
Q7V0A5	6.3.2.9
Q9HVZ9	6.3.2.9
A8F4W9	6.3.2.9
Q4ZNY8	6.3.2.9
Q0SHR9	6.3.2.9
Q6N409	6.3.2.9
Q2RVU2	6.3.2.9
Q1RI52	6.3.2.9
Q9ZDC2	6.3.2.9
Q5LU71	6.3.2.9
A5UZT4	6.3.2.9
Q9F1N2	6.3.2.9
Q2NVV3	6.3.2.9
A6U103	6.3.2.9
Q5HGP8	6.3.2.9
Q8NX35	6.3.2.9
Q8P063	6.3.2.9
A2RDK9	6.3.2.9
Q48SK8	6.3.2.9
P0C0D7	6.3.2.9
Q8DQM2	6.3.2.9
Q03L98	6.3.2.9
Q31MM2	6.3.2.9
Q2JHP5	6.3.2.9
Q3AHP0	6.3.2.9
B7IFU5	6.3.2.9
A5IKI7	6.3.2.9
B0K3H2	6.3.2.9
Q72JQ1	6.3.2.9
Q9KPG5	6.3.2.9
Q87EA7	6.3.2.9
Q5NPA7	6.3.2.9
Q97H84	6.3.2.13
Q97FC1	6.3.2.13
A3MY85	6.3.2.13
Q5PBF1	6.3.2.13
Q64ZL7	6.3.2.13
Q65JY4	6.3.2.13
A7Z4E1	6.3.2.13
O51219	6.3.2.-
Q11GS0	6.3.2.13
Q253Y4	6.3.2.13
A1BJY3	6.3.2.13
Q8KGC9	6.3.2.13
A7FTY1	6.3.2.13
Q9Z8C5	6.3.2.13
Q8NNN0	6.3.2.13
Q838A4	6.3.2.7
Q39YM4	6.3.2.13
Q04Y85	6.3.2.13
Q71XX5	6.3.2.13
A5URF5	6.3.2.-
Q83MG0	6.3.2.13
Q01Q43	6.3.2.13
Q2FI59	6.3.2.7
Q2YWY9	6.3.2.7
P65479	6.3.2.7
Q6GAQ9	6.3.2.7
Q4L525	6.3.2.7
Q8E4E0	6.3.2.7
Q82AE1	6.3.2.13
Q8DST2	6.3.2.7
P0DC54	6.3.2.7
Q8P2B4	6.3.2.7
Q97PS1	6.3.2.7
Q31N55	6.3.2.13
Q0ICH2	6.3.2.13
Q8DJI4	6.3.2.13
Q73PH4	6.3.2.-
Q7M8F9	6.3.2.13
Q8PCK4	6.3.2.13
Q87AF5	6.3.2.13
P96613	6.3.2.10
P57315	6.3.2.10
Q89AQ1	6.3.2.10
O69556	6.3.2.10
Q636B6	2.4.1.227
A0RHT1	2.4.1.227
Q812T8	2.4.1.227
Q812Y1	2.4.1.227
B0VNZ9	2.4.1.227
B9MFR2	2.4.1.227
A1WC06	2.4.1.227
B2I1J5	2.4.1.227
Q8UDM8	2.4.1.227
Q0VS02	2.4.1.227
B4UES1	2.4.1.227
B7GGI2	2.4.1.227
A0JV94	2.4.1.227
Q5LIJ7	2.4.1.227
A8FCY1	2.4.1.227
A1A2E9	2.4.1.227
Q493Q1	2.4.1.227
Q660A8	2.4.1.227
A4YZK3	2.4.1.227
A9M690	2.4.1.227
B0CHM0	2.4.1.227
B1YSS4	2.4.1.227
B4E6J2	2.4.1.227
A0RP87	2.4.1.227
A7H2Z9	2.4.1.227
A1W027	2.4.1.227
Q3AAE6	2.4.1.227
Q9A5A1	2.4.1.227
B3EIK8	2.4.1.227
A4SH02	2.4.1.227
B3QWT7	2.4.1.227
B2TLE0	2.4.1.227
B1IKH3	2.4.1.227
A0Q182	2.4.1.227
B6J2Q3	2.4.1.227
Q820X3	2.4.1.227
Q313Q3	2.4.1.227
Q6AJ53	2.4.1.227
Q24TE6	2.4.1.227
B5YZC6	2.4.1.227
B1XC67	2.4.1.227
B7LFW0	2.4.1.227
B1LG27	2.4.1.227
A6H195	2.4.1.227
B0TY93	2.4.1.227
Q2A2I7	2.4.1.227
B5EBQ1	2.4.1.227
B3E3Y2	2.4.1.227
A0Q766	2.4.1.227
A5G8K0	2.4.1.227
Q0BV25	2.4.1.227
C6DZK6	2.4.1.227
Q0BXU2	2.4.1.227
Q38XM8	2.4.1.227
Q03W35	2.4.1.227
Q8Y5M2	2.4.1.227
Q65RY6	2.4.1.227
Q2Y638	2.4.1.227
A6Q579	2.4.1.227
A5CEL6	2.4.1.227
A1R5F8	2.4.1.227
A1BAL5	2.4.1.227
B2SYX6	2.4.1.227
Q13TZ2	2.4.1.227
Q03EY2	2.4.1.227
B4RFS0	2.4.1.227
B4S6Q9	2.4.1.227
Q1Q944	2.4.1.227
Q2K6C1	2.4.1.227
B6IRG2	2.4.1.227
Q0SHS1	2.4.1.227
A1AWE8	2.4.1.227
B5F7W4	2.4.1.227
Q163J0	2.4.1.227
B4SU50	2.4.1.227
Q2S528	2.4.1.227
B8E698	2.4.1.227
A9KY29	2.4.1.227
B0TQN7	2.4.1.227
A8H984	2.4.1.227
A0L1P2	2.4.1.227
A1REZ6	2.4.1.227
Q01Q48	2.4.1.227
Q8CX15	2.4.1.227
C0M6J2	2.4.1.227
Q04LK0	2.4.1.227
Q5XB05	2.4.1.227
P65484	2.4.1.227
A8AW15	2.4.1.227
B8ZMZ7	2.4.1.227
B2IN77	2.4.1.227
C0MD54	2.4.1.227
Q5M4Y1	2.4.1.227
C1CJF3	2.4.1.227
C1CQG5	2.4.1.227
A5GPC2	2.4.1.227
Q3AVX2	2.4.1.227
C4LA25	2.4.1.227
B2S3B6	2.4.1.227
A1WRL1	2.4.1.227
Q5E2Q0	2.4.1.227
Q8DEL0	2.4.1.227
Q73I55	2.4.1.227
A3N3D7	5.1.1.3
B6ENT1	5.1.1.3
P56868	5.1.1.3
O31332	5.1.1.3
C1ETT1	5.1.1.3
A8FFY8	5.1.1.3
A1UT12	5.1.1.3
A9IU96	5.1.1.3
B8DT03	5.1.1.3
B3DQ51	5.1.1.3
B7GPZ1	5.1.1.3
Q57CU6	5.1.1.3
B7MIA7	5.1.1.3
Q39Y84	5.1.1.3
Q0BTT2	5.1.1.3
A5UBE2	5.1.1.3
P52973	5.1.1.3
Q17XG8	5.1.1.3
Q28PV7	5.1.1.3
Q5FLV8	5.1.1.3
Q03469	5.1.1.3
P0A0R0	5.1.1.3
Q9L870	5.1.1.3
A1B945	5.1.1.3
Q08783	5.1.1.3
C0QQ35	5.1.1.3
B4F1H6	5.1.1.3
B7V0K8	5.1.1.3
Q98NP9	5.1.1.3
A3PK37	5.1.1.3
A4WQY6	5.1.1.3
Q5PK79	5.1.1.3
Q089S6	5.1.1.3
A8GYV7	5.1.1.3
A0KRK5	5.1.1.3
Q0SY24	5.1.1.3
Q2NQZ7	5.1.1.3
Q8CPL0	5.1.1.3
B2ISX9	5.1.1.3
Q1JDD6	5.1.1.3
Q5M1I5	5.1.1.3
C1CMJ1	5.1.1.3
B2V9I5	5.1.1.3
B1XPV8	5.1.1.3
B0KBP8	5.1.1.3
B0K3R0	5.1.1.3
B2S303	5.1.1.3
A7MXD3	5.1.1.3
Q9KVI7	5.1.1.3
C3LPZ8	5.1.1.3
A7FD15	5.1.1.3
Q88SB0	4.2.1.126
A3N2I4	4.2.1.126
A6VKY9	4.2.1.126
Q73D01	4.2.1.126
B7HXH0	4.2.1.126
Q63FJ0	4.2.1.126
A7Z0U6	4.2.1.126
A9VGE7	4.2.1.126
A7GD48	4.2.1.126
B7KFK5	4.2.1.126
B7JYZ1	4.2.1.126
A7ZPM8	4.2.1.126
B7MHT0	4.2.1.126
Q8XBJ2	4.2.1.126
B7MY79	4.2.1.126
C4ZVV9	4.2.1.126
Q0TF40	4.2.1.126
P76535	4.2.1.126
C5BBH3	4.2.1.126
B2VEB1	4.2.1.126
Q2A5B0	4.2.1.126
Q7NE68	4.2.1.126
B8F4V1	4.2.1.126
Q03QK0	4.2.1.126
A0AJB3	4.2.1.126
Q6MTZ7	4.2.1.126
B2IU18	4.2.1.126
Q8ESL3	4.2.1.126
Q6D234	4.2.1.126
Q6LL16	4.2.1.126
A2C236	4.2.1.126
Q7A1Y2	4.2.1.126
Q2JMP1	4.2.1.126
B1XMC7	4.2.1.126
Q8DJQ1	4.2.1.126
Q119L1	4.2.1.126
Q5E5T7	4.2.1.126
B2KA40	4.2.1.126
Q1CKD6	4.2.1.126
B1JRW1	4.2.1.126
Q4WYE5	3.1.22.-
Q5W9E7	3.1.22.-
Q8GT06	3.1.22.-
Q04149	3.1.22.-
P65488	5.4.99.2
P9WJK5	5.4.99.2
P11653	5.4.99.2
O86028	5.4.99.2
C0Z9F1	3.1.-.-
Q3ABU1	3.1.-.-
Q97SG5	3.1.-.-
C0MEM8	3.1.-.-
B9DVK7	3.1.-.-
B2V693	3.1.-.-
P73625	3.1.-.-
Q73MQ8	3.1.-.-
P41354	3.6.1.55
P59659	3.6.1.55
F4JRF4	3.2.2.-
Q9UIF7	3.2.2.-
A0R567	3.2.2.-
Q5U403	4.1.1.33
Q54YQ9	4.1.1.33
Q99JF5	4.1.1.33
F4JCU3	4.1.1.33
P60238	1.12.99.-
O59291	2.7.1.36
C5A7L8	2.7.1.36
C6A3T5	2.7.1.36
Q9RHG4	3.2.1.-
P0CK03	3.4.-.-; 3.4.22.45
P0CK04	3.4.-.-; 3.4.22.45
P0CK09	3.4.-.-; 3.4.22.45
Q9AVJ9	2.1.1.159
P25566	1.8.4.12
P20910	3.4.24.31
O05458	3.4.21.-
I6YC58	3.4.21.-
F1NPQ2	3.1.3.62; 3.1.3.80
Q9UNW1	3.1.3.62; 3.1.3.80
Q9FJU4	1.13.99.1
P51752	5.2.1.8
Q5ZXE0	5.2.1.8
P31106	5.2.1.8
Q8RXF8	3.6.5.-
Q5ZM73	3.6.5.-
Q7TSA0	3.6.5.-
Q9MA88	3.6.5.-
Q8IMX7	3.6.5.-
P46196	2.7.11.24
P28482	2.7.11.24
P27704	2.7.11.24
A5PKJ4	2.7.11.24
Q75A60	1.1.1.330
Q4X117	1.1.1.330
Q0CY11	1.1.1.330
A5E0R1	1.1.1.330
A1DH66	1.1.1.330
Q0U3N7	1.1.1.330
A7TMJ2	1.1.1.330
B3LN00	1.1.1.330
A6ZLA1	1.1.1.330
Q54TN4	2.7.11.1
P32490	2.7.12.2
Q20347	2.7.12.2
Q4G050	2.7.11.1
Q5U2N4	2.7.11.1
Q5NU14	2.3.2.27
Q9DFG8	2.3.2.27
Q5NU13	2.3.2.27
Q13064	2.3.2.27
Q8J0F5	2.3.1.-
Q8J0F6	1.14.13.-
Q8J0F4	1.1.1.34
Q8J0G0	2.3.1.-
Q48662	4.1.1.101
F9UMS6	4.1.1.101
Q48796	4.1.1.101
P46057	5.5.1.1
Q9EX73	3.1.1.83
Q8K9A7	4.2.2.n1
Q9KPQ4	4.2.2.n1
P41052	4.2.2.n1
B1LDH3	4.2.2.n1
A4WEA0	4.2.2.n1
Q4QMD8	4.2.2.n1
P44049	4.2.2.n1
B0UWE6	4.2.2.n1
Q9CLB8	4.2.2.n1
A9MQR3	4.2.2.n1
A9N4R0	4.2.2.n1
Q3YXF0	4.2.2.n1
Q5PMM0	4.2.2.n1
P0AEZ8	4.2.2.n1
Q8FF25	4.2.2.n1
B1LP71	4.2.2.n1
Q7VN03	4.2.2.n1
A5UG36	4.2.2.n1
Q2SK06	4.2.2.n1
A6TCH2	4.2.2.n1
Q2Y6L9	4.2.2.n1
Q48LX4	4.2.2.n1
Q3IHZ1	4.2.2.n1
B0KRE9	4.2.2.n1
Q886W7	4.2.2.n1
Q57LE4	4.2.2.n1
P0AGC6	4.2.2.n1
Q30PQ0	4.2.2.n1
Q9KTN5	4.2.2.n1
Q1C5E6	4.2.2.n1
A9R413	4.2.2.n1
Q667W0	4.2.2.n1
A0A0H2ZLQ1	4.2.2.-
Q9ESL4	2.7.11.25
Q7U1K0	2.1.1.-
A5U027	2.1.1.-
Q8IVH4	3.6.-.-
Q5E9C8	1.16.1.-
Q495T6	3.4.24.11
Q7VLN4	2.8.1.12
Q6G751	2.8.1.12
Q5HLX8	2.8.1.12
Q8ZGW2	2.8.1.12
B9MA54	2.7.7.77
Q9K8I9	2.7.7.77
O31701	2.7.7.77
A8FN28	2.7.7.77
A1W0W6	2.7.7.77
Q11FK9	2.7.7.77
Q0SS30	2.7.7.77
C5D754	2.7.7.77
Q0I1I3	2.7.7.77
Q1CTA1	2.7.7.77
B0UVP3	2.7.7.77
B1Y5U2	2.7.7.77
A0QDF8	2.7.7.77
A7X5J2	2.7.7.77
Q2FEM3	2.7.7.77
Q2YYS7	2.7.7.77
A6QJA9	2.7.7.77
Q6G753	2.7.7.77
Q5HLY0	2.7.7.77
Q30NY8	2.7.7.77
C5A3C9	2.7.7.77
A7N0T3	2.7.7.77
Q7MKR2	2.7.7.77
B0XYQ4	2.8.1.12
Q21657	2.8.1.9
Q559G8	2.8.1.9
A4RK48	2.8.1.9
A1CX75	2.8.1.9
Q655R6	2.8.1.9
Q20624	4.1.99.22; 4.6.1.17
Q54NM6	4.1.99.22; 4.6.1.17
Q5RKZ7	4.1.99.22; 4.6.1.17
Q9VLJ8	2.7.7.80; 2.8.1.11
O95396	2.7.7.80; 2.8.1.11
Q58E95	2.7.7.80; 2.8.1.11
Q80UN9	2.5.1.75
P07884	2.5.1.75
P37732	3.6.3.29
Q7VKP7	3.6.3.29
Q2SJB5	3.6.3.29
P9WJQ4	2.10.1.1
Q44243	2.10.1.1
Q5HDT4	2.10.1.1
Q55368	2.10.1.1
Q6B908	2.7.7.80
Q1XDF1	2.7.7.80
P9WMN7	2.7.7.-; 2.8.1.-
Q2KHS5	2.3.1.22
Q19426	3.2.1.106
O88941	3.2.1.106
Q3KPP4	2.3.1.22
Q28C88	2.3.1.22
Q80W94	2.3.1.22
P44645	2.7.7.75
